ObservationDate,Recovered
01/30/2020,0.0
01/30/2020,0.0
01/30/2020,0.0
01/30/2020,2.0
01/30/2020,0.0
01/30/2020,0.0
01/30/2020,0.0
01/30/2020,0.0
01/30/2020,0.0
01/30/2020,0.0
01/30/2020,0.0
01/31/2020,141.0
01/31/2020,14.0
01/31/2020,11.0
01/31/2020,3.0
01/31/2020,2.0
01/31/2020,7.0
01/31/2020,3.0
01/31/2020,1.0
01/31/2020,2.0
01/31/2020,1.0
01/31/2020,5.0
01/31/2020,5.0
01/31/2020,9.0
01/31/2020,0.0
01/31/2020,2.0
01/31/2020,0.0
01/31/2020,1.0
01/31/2020,0.0
01/31/2020,0.0
01/31/2020,1.0
01/31/2020,1.0
01/31/2020,1.0
01/31/2020,0.0
01/31/2020,2.0
01/31/2020,0.0
01/31/2020,0.0
01/31/2020,1.0
01/31/2020,0.0
01/31/2020,1.0
01/31/2020,0.0
01/31/2020,0.0
01/31/2020,0.0
01/31/2020,0.0
01/31/2020,0.0
01/31/2020,8.0
01/31/2020,1.0
01/31/2020,0.0
01/31/2020,0.0
01/31/2020,0.0
01/31/2020,0.0
01/31/2020,0.0
01/31/2020,2.0
01/31/2020,0.0
01/31/2020,0.0
01/31/2020,0.0
01/31/2020,0.0
01/31/2020,0.0
01/31/2020,0.0
01/31/2020,0.0
01/31/2020,0.0
01/31/2020,0.0
01/31/2020,0.0
01/31/2020,0.0
01/31/2020,0.0
01/31/2020,0.0
01/31/2020,0.0
01/31/2020,0.0
01/31/2020,0.0
01/31/2020,0.0
01/31/2020,0.0
01/31/2020,0.0
01/31/2020,0.0
02/01/2020,168.0
02/01/2020,21.0
02/01/2020,14.0
02/01/2020,3.0
02/01/2020,8.0
02/01/2020,5.0
02/01/2020,9.0
02/01/2020,3.0
02/01/2020,3.0
02/01/2020,3.0
02/01/2020,6.0
02/01/2020,10.0
02/01/2020,9.0
02/01/2020,0.0
02/01/2020,0.0
02/01/2020,2.0
02/01/2020,0.0
02/01/2020,2.0
02/01/2020,2.0
02/01/2020,1.0
02/01/2020,1.0
02/01/2020,1.0
02/01/2020,0.0
02/01/2020,0.0
02/01/2020,2.0
02/01/2020,0.0
02/01/2020,1.0
02/01/2020,1.0
02/01/2020,8.0
02/01/2020,0.0
02/01/2020,1.0
02/01/2020,0.0
02/01/2020,0.0
02/01/2020,0.0
02/01/2020,0.0
02/01/2020,0.0
02/01/2020,0.0
02/01/2020,0.0
02/01/2020,0.0
02/01/2020,0.0
02/01/2020,1.0
02/01/2020,2.0
02/01/2020,0.0
02/01/2020,0.0
02/01/2020,0.0
02/01/2020,0.0
02/01/2020,0.0
02/01/2020,0.0
02/01/2020,0.0
02/01/2020,0.0
02/01/2020,0.0
02/01/2020,0.0
02/01/2020,0.0
02/01/2020,0.0
02/01/2020,0.0
02/01/2020,0.0
02/01/2020,0.0
02/01/2020,0.0
02/01/2020,0.0
02/01/2020,0.0
02/01/2020,0.0
02/01/2020,0.0
02/01/2020,0.0
02/01/2020,0.0
02/01/2020,0.0
02/01/2020,0.0
02/01/2020,0.0
02/02/2020,295.0
02/02/2020,32.0
02/02/2020,15.0
02/02/2020,10.0
02/02/2020,16.0
02/02/2020,7.0
02/02/2020,12.0
02/02/2020,7.0
02/02/2020,7.0
02/02/2020,11.0
02/02/2020,6.0
02/02/2020,9.0
02/02/2020,10.0
02/02/2020,0.0
02/02/2020,0.0
02/02/2020,2.0
02/02/2020,3.0
02/02/2020,3.0
02/02/2020,2.0
02/02/2020,1.0
02/02/2020,3.0
02/02/2020,4.0
02/02/2020,3.0
02/02/2020,1.0
02/02/2020,2.0
02/02/2020,0.0
02/02/2020,1.0
02/02/2020,1.0
02/02/2020,0.0
02/02/2020,1.0
02/02/2020,9.0
02/02/2020,0.0
02/02/2020,0.0
02/02/2020,0.0
02/02/2020,0.0
02/02/2020,0.0
02/02/2020,0.0
02/02/2020,0.0
02/02/2020,0.0
02/02/2020,0.0
02/02/2020,1.0
02/02/2020,0.0
02/02/2020,2.0
02/02/2020,0.0
02/02/2020,0.0
02/02/2020,0.0
02/02/2020,0.0
02/02/2020,0.0
02/02/2020,0.0
02/02/2020,0.0
02/02/2020,0.0
02/02/2020,0.0
02/02/2020,0.0
02/02/2020,0.0
02/02/2020,0.0
02/02/2020,0.0
02/02/2020,0.0
02/02/2020,0.0
02/02/2020,0.0
02/02/2020,0.0
02/02/2020,0.0
02/02/2020,0.0
02/02/2020,0.0
02/02/2020,0.0
02/02/2020,0.0
02/02/2020,0.0
02/02/2020,0.0
02/03/2020,386.0
02/03/2020,21.0
02/03/2020,43.0
02/03/2020,16.0
02/03/2020,22.0
02/03/2020,14.0
02/03/2020,18.0
02/03/2020,9.0
02/03/2020,8.0
02/03/2020,7.0
02/03/2020,14.0
02/03/2020,12.0
02/03/2020,10.0
02/03/2020,1.0
02/03/2020,0.0
02/03/2020,7.0
02/03/2020,2.0
02/03/2020,5.0
02/03/2020,3.0
02/03/2020,1.0
02/03/2020,2.0
02/03/2020,4.0
02/03/2020,1.0
02/03/2020,3.0
02/03/2020,2.0
02/03/2020,1.0
02/03/2020,1.0
02/03/2020,1.0
02/03/2020,0.0
02/03/2020,1.0
02/03/2020,9.0
02/03/2020,0.0
02/03/2020,0.0
02/03/2020,0.0
02/03/2020,0.0
02/03/2020,0.0
02/03/2020,0.0
02/03/2020,0.0
02/03/2020,0.0
02/03/2020,1.0
02/03/2020,0.0
02/03/2020,0.0
02/03/2020,2.0
02/03/2020,0.0
02/03/2020,0.0
02/03/2020,0.0
02/03/2020,0.0
02/03/2020,0.0
02/03/2020,0.0
02/03/2020,0.0
02/03/2020,0.0
02/03/2020,0.0
02/03/2020,0.0
02/03/2020,0.0
02/03/2020,0.0
02/03/2020,0.0
02/03/2020,0.0
02/03/2020,0.0
02/03/2020,0.0
02/03/2020,0.0
02/03/2020,0.0
02/03/2020,0.0
02/03/2020,0.0
02/03/2020,0.0
02/03/2020,0.0
02/03/2020,0.0
02/03/2020,0.0
02/03/2020,0.0
02/04/2020,522.0
02/04/2020,62.0
02/04/2020,30.0
02/04/2020,27.0
02/04/2020,31.0
02/04/2020,20.0
02/04/2020,20.0
02/04/2020,9.0
02/04/2020,12.0
02/04/2020,14.0
02/04/2020,11.0
02/04/2020,23.0
02/04/2020,12.0
02/04/2020,3.0
02/04/2020,4.0
02/04/2020,2.0
02/04/2020,10.0
02/04/2020,4.0
02/04/2020,5.0
02/04/2020,2.0
02/04/2020,4.0
02/04/2020,5.0
02/04/2020,2.0
02/04/2020,2.0
02/04/2020,4.0
02/04/2020,1.0
02/04/2020,1.0
02/04/2020,1.0
02/04/2020,0.0
02/04/2020,10.0
02/04/2020,0.0
02/04/2020,1.0
02/04/2020,0.0
02/04/2020,0.0
02/04/2020,0.0
02/04/2020,0.0
02/04/2020,0.0
02/04/2020,0.0
02/04/2020,0.0
02/04/2020,1.0
02/04/2020,0.0
02/04/2020,0.0
02/04/2020,2.0
02/04/2020,0.0
02/04/2020,0.0
02/04/2020,0.0
02/04/2020,0.0
02/04/2020,0.0
02/04/2020,0.0
02/04/2020,0.0
02/04/2020,0.0
02/04/2020,0.0
02/04/2020,0.0
02/04/2020,0.0
02/04/2020,0.0
02/04/2020,0.0
02/04/2020,0.0
02/04/2020,0.0
02/04/2020,0.0
02/04/2020,0.0
02/04/2020,0.0
02/04/2020,0.0
02/04/2020,0.0
02/04/2020,0.0
02/04/2020,0.0
02/04/2020,0.0
02/04/2020,0.0
02/04/2020,0.0
02/04/2020,0.0
02/04/2020,0.0
02/05/2020,633.0
02/05/2020,49.0
02/05/2020,78.0
02/05/2020,47.0
02/05/2020,54.0
02/05/2020,27.0
02/05/2020,23.0
02/05/2020,15.0
02/05/2020,23.0
02/05/2020,15.0
02/05/2020,24.0
02/05/2020,24.0
02/05/2020,15.0
02/05/2020,11.0
02/05/2020,7.0
02/05/2020,6.0
02/05/2020,13.0
02/05/2020,6.0
02/05/2020,5.0
02/05/2020,5.0
02/05/2020,4.0
02/05/2020,5.0
02/05/2020,2.0
02/05/2020,9.0
02/05/2020,6.0
02/05/2020,2.0
02/05/2020,3.0
02/05/2020,1.0
02/05/2020,0.0
02/05/2020,0.0
02/05/2020,10.0
02/05/2020,1.0
02/05/2020,0.0
02/05/2020,0.0
02/05/2020,3.0
02/05/2020,0.0
02/05/2020,0.0
02/05/2020,0.0
02/05/2020,0.0
02/05/2020,1.0
02/05/2020,0.0
02/05/2020,0.0
02/05/2020,2.0
02/05/2020,0.0
02/05/2020,0.0
02/05/2020,0.0
02/05/2020,0.0
02/05/2020,0.0
02/05/2020,0.0
02/05/2020,0.0
02/05/2020,0.0
02/05/2020,0.0
02/05/2020,0.0
02/05/2020,0.0
02/05/2020,0.0
02/05/2020,0.0
02/05/2020,0.0
02/05/2020,0.0
02/05/2020,0.0
02/05/2020,0.0
02/05/2020,0.0
02/05/2020,0.0
02/05/2020,0.0
02/05/2020,0.0
02/05/2020,0.0
02/05/2020,0.0
02/05/2020,0.0
02/05/2020,0.0
02/05/2020,0.0
02/05/2020,0.0
02/05/2020,0.0
02/06/2020,817.0
02/06/2020,69.0
02/06/2020,94.0
02/06/2020,56.0
02/06/2020,81.0
02/06/2020,37.0
02/06/2020,34.0
02/06/2020,24.0
02/06/2020,34.0
02/06/2020,27.0
02/06/2020,31.0
02/06/2020,31.0
02/06/2020,25.0
02/06/2020,8.0
02/06/2020,14.0
02/06/2020,9.0
02/06/2020,14.0
02/06/2020,13.0
02/06/2020,7.0
02/06/2020,8.0
02/06/2020,12.0
02/06/2020,5.0
02/06/2020,2.0
02/06/2020,6.0
02/06/2020,6.0
02/06/2020,4.0
02/06/2020,4.0
02/06/2020,1.0
02/06/2020,1.0
02/06/2020,0.0
02/06/2020,0.0
02/06/2020,10.0
02/06/2020,0.0
02/06/2020,0.0
02/06/2020,3.0
02/06/2020,1.0
02/06/2020,0.0
02/06/2020,0.0
02/06/2020,1.0
02/06/2020,1.0
02/06/2020,0.0
02/06/2020,0.0
02/06/2020,2.0
02/06/2020,0.0
02/06/2020,0.0
02/06/2020,0.0
02/06/2020,0.0
02/06/2020,0.0
02/06/2020,0.0
02/06/2020,0.0
02/06/2020,0.0
02/06/2020,0.0
02/06/2020,0.0
02/06/2020,0.0
02/06/2020,0.0
02/06/2020,0.0
02/06/2020,0.0
02/06/2020,0.0
02/06/2020,0.0
02/06/2020,0.0
02/06/2020,0.0
02/06/2020,0.0
02/06/2020,0.0
02/06/2020,0.0
02/06/2020,0.0
02/06/2020,0.0
02/06/2020,0.0
02/06/2020,0.0
02/06/2020,0.0
02/06/2020,0.0
02/06/2020,0.0
02/07/2020,1115.0
02/07/2020,88.0
02/07/2020,123.0
02/07/2020,86.0
02/07/2020,112.0
02/07/2020,47.0
02/07/2020,45.0
02/07/2020,31.0
02/07/2020,43.0
02/07/2020,37.0
02/07/2020,42.0
02/07/2020,33.0
02/07/2020,12.0
02/07/2020,30.0
02/07/2020,20.0
02/07/2020,17.0
02/07/2020,17.0
02/07/2020,22.0
02/07/2020,12.0
02/07/2020,10.0
02/07/2020,15.0
02/07/2020,7.0
02/07/2020,6.0
02/07/2020,2.0
02/07/2020,9.0
02/07/2020,4.0
02/07/2020,0.0
02/07/2020,5.0
02/07/2020,5.0
02/07/2020,0.0
02/07/2020,0.0
02/07/2020,0.0
02/07/2020,1.0
02/07/2020,10.0
02/07/2020,1.0
02/07/2020,3.0
02/07/2020,1.0
02/07/2020,0.0
02/07/2020,1.0
02/07/2020,1.0
02/07/2020,1.0
02/07/2020,0.0
02/07/2020,0.0
02/07/2020,0.0
02/07/2020,2.0
02/07/2020,0.0
02/07/2020,0.0
02/07/2020,0.0
02/07/2020,0.0
02/07/2020,0.0
02/07/2020,0.0
02/07/2020,0.0
02/07/2020,0.0
02/07/2020,0.0
02/07/2020,0.0
02/07/2020,0.0
02/07/2020,0.0
02/07/2020,0.0
02/07/2020,0.0
02/07/2020,0.0
02/07/2020,0.0
02/07/2020,0.0
02/07/2020,0.0
02/07/2020,0.0
02/07/2020,0.0
02/07/2020,0.0
02/07/2020,0.0
02/07/2020,0.0
02/07/2020,0.0
02/07/2020,0.0
02/07/2020,0.0
02/07/2020,0.0
02/08/2020,1439.0
02/08/2020,112.0
02/08/2020,175.0
02/08/2020,116.0
02/08/2020,156.0
02/08/2020,59.0
02/08/2020,55.0
02/08/2020,51.0
02/08/2020,39.0
02/08/2020,44.0
02/08/2020,60.0
02/08/2020,34.0
02/08/2020,13.0
02/08/2020,41.0
02/08/2020,24.0
02/08/2020,30.0
02/08/2020,20.0
02/08/2020,17.0
02/08/2020,17.0
02/08/2020,14.0
02/08/2020,21.0
02/08/2020,8.0
02/08/2020,7.0
02/08/2020,4.0
02/08/2020,12.0
02/08/2020,4.0
02/08/2020,0.0
02/08/2020,5.0
02/08/2020,15.0
02/08/2020,0.0
02/08/2020,2.0
02/08/2020,10.0
02/08/2020,0.0
02/08/2020,1.0
02/08/2020,1.0
02/08/2020,3.0
02/08/2020,1.0
02/08/2020,1.0
02/08/2020,0.0
02/08/2020,1.0
02/08/2020,0.0
02/08/2020,1.0
02/08/2020,0.0
02/08/2020,0.0
02/08/2020,2.0
02/08/2020,0.0
02/08/2020,0.0
02/08/2020,0.0
02/08/2020,0.0
02/08/2020,0.0
02/08/2020,0.0
02/08/2020,0.0
02/08/2020,0.0
02/08/2020,0.0
02/08/2020,0.0
02/08/2020,0.0
02/08/2020,0.0
02/08/2020,0.0
02/08/2020,0.0
02/08/2020,0.0
02/08/2020,0.0
02/08/2020,0.0
02/08/2020,0.0
02/08/2020,0.0
02/08/2020,1.0
02/08/2020,0.0
02/08/2020,0.0
02/08/2020,0.0
02/08/2020,0.0
02/08/2020,0.0
02/08/2020,0.0
02/08/2020,0.0
02/09/2020,1795.0
02/09/2020,141.0
02/09/2020,201.0
02/09/2020,153.0
02/09/2020,186.0
02/09/2020,72.0
02/09/2020,73.0
02/09/2020,51.0
02/09/2020,71.0
02/09/2020,63.0
02/09/2020,71.0
02/09/2020,37.0
02/09/2020,14.0
02/09/2020,44.0
02/09/2020,35.0
02/09/2020,25.0
02/09/2020,34.0
02/09/2020,18.0
02/09/2020,18.0
02/09/2020,19.0
02/09/2020,25.0
02/09/2020,12.0
02/09/2020,7.0
02/09/2020,4.0
02/09/2020,16.0
02/09/2020,12.0
02/09/2020,0.0
02/09/2020,5.0
02/09/2020,13.0
02/09/2020,0.0
02/09/2020,2.0
02/09/2020,11.0
02/09/2020,0.0
02/09/2020,1.0
02/09/2020,3.0
02/09/2020,3.0
02/09/2020,1.0
02/09/2020,1.0
02/09/2020,0.0
02/09/2020,1.0
02/09/2020,0.0
02/09/2020,1.0
02/09/2020,0.0
02/09/2020,0.0
02/09/2020,2.0
02/09/2020,0.0
02/09/2020,0.0
02/09/2020,0.0
02/09/2020,0.0
02/09/2020,0.0
02/09/2020,0.0
02/09/2020,0.0
02/09/2020,0.0
02/09/2020,0.0
02/09/2020,0.0
02/09/2020,2.0
02/09/2020,0.0
02/09/2020,0.0
02/09/2020,0.0
02/09/2020,0.0
02/09/2020,0.0
02/09/2020,0.0
02/09/2020,0.0
02/09/2020,0.0
02/09/2020,1.0
02/09/2020,0.0
02/09/2020,0.0
02/09/2020,0.0
02/09/2020,0.0
02/09/2020,0.0
02/09/2020,1.0
02/09/2020,0.0
02/10/2020,2222.0
02/10/2020,167.0
02/10/2020,242.0
02/10/2020,191.0
02/10/2020,208.0
02/10/2020,88.0
02/10/2020,105.0
02/10/2020,81.0
02/10/2020,66.0
02/10/2020,66.0
02/10/2020,80.0
02/10/2020,44.0
02/10/2020,30.0
02/10/2020,48.0
02/10/2020,39.0
02/10/2020,41.0
02/10/2020,30.0
02/10/2020,24.0
02/10/2020,19.0
02/10/2020,19.0
02/10/2020,0.0
02/10/2020,25.0
02/10/2020,10.0
02/10/2020,13.0
02/10/2020,8.0
02/10/2020,17.0
02/10/2020,13.0
02/10/2020,5.0
02/10/2020,13.0
02/10/2020,0.0
02/10/2020,2.0
02/10/2020,0.0
02/10/2020,11.0
02/10/2020,3.0
02/10/2020,4.0
02/10/2020,3.0
02/10/2020,1.0
02/10/2020,1.0
02/10/2020,0.0
02/10/2020,1.0
02/10/2020,0.0
02/10/2020,1.0
02/10/2020,0.0
02/10/2020,0.0
02/10/2020,0.0
02/10/2020,2.0
02/10/2020,0.0
02/10/2020,0.0
02/10/2020,0.0
02/10/2020,0.0
02/10/2020,0.0
02/10/2020,0.0
02/10/2020,0.0
02/10/2020,0.0
02/10/2020,0.0
02/10/2020,2.0
02/10/2020,0.0
02/10/2020,0.0
02/10/2020,0.0
02/10/2020,0.0
02/10/2020,0.0
02/10/2020,0.0
02/10/2020,0.0
02/10/2020,0.0
02/10/2020,1.0
02/10/2020,0.0
02/10/2020,0.0
02/10/2020,0.0
02/10/2020,0.0
02/10/2020,0.0
02/10/2020,1.0
02/10/2020,0.0
02/11/2020,2639.0
02/11/2020,212.0
02/11/2020,270.0
02/11/2020,218.0
02/11/2020,247.0
02/11/2020,105.0
02/11/2020,128.0
02/11/2020,93.0
02/11/2020,79.0
02/11/2020,80.0
02/11/2020,85.0
02/11/2020,28.0
02/11/2020,48.0
02/11/2020,52.0
02/11/2020,45.0
02/11/2020,48.0
02/11/2020,32.0
02/11/2020,33.0
02/11/2020,20.0
02/11/2020,20.0
02/11/2020,0.0
02/11/2020,17.0
02/11/2020,30.0
02/11/2020,19.0
02/11/2020,10.0
02/11/2020,24.0
02/11/2020,18.0
02/11/2020,5.0
02/11/2020,3.0
02/11/2020,22.0
02/11/2020,0.0
02/11/2020,9.0
02/11/2020,11.0
02/11/2020,3.0
02/11/2020,9.0
02/11/2020,5.0
02/11/2020,3.0
02/11/2020,1.0
02/11/2020,0.0
02/11/2020,6.0
02/11/2020,0.0
02/11/2020,1.0
02/11/2020,0.0
02/11/2020,0.0
02/11/2020,0.0
02/11/2020,2.0
02/11/2020,0.0
02/11/2020,0.0
02/11/2020,0.0
02/11/2020,0.0
02/11/2020,0.0
02/11/2020,0.0
02/11/2020,0.0
02/11/2020,0.0
02/11/2020,0.0
02/11/2020,2.0
02/11/2020,0.0
02/11/2020,0.0
02/11/2020,0.0
02/11/2020,0.0
02/11/2020,0.0
02/11/2020,0.0
02/11/2020,0.0
02/11/2020,0.0
02/11/2020,1.0
02/11/2020,0.0
02/11/2020,0.0
02/11/2020,0.0
02/11/2020,0.0
02/11/2020,0.0
02/11/2020,0.0
02/11/2020,1.0
02/11/2020,0.0
02/12/2020,2686.0
02/12/2020,275.0
